engine_size,fuel_type,avg_speed,max_speed,avg_acceleration,trip_distance,trip_duration,speed_ratio,idle_ratio,speed_squared,fuel_used
0.125,1,71.9,142.8,4.96,4.54,3.97,1.99,0.046,5.17,0.08
0.107,1,36.0,55.2,3.37,53.43,97.11,1.53,0.083,1.3,0.77
0.117,1,36.1,67.1,0.63,7.3,13.46,1.86,0.099,1.3,0.09
0.136,1,17.9,40.9,4.53,49.26,216.33,2.28,0.237,0.32,1.18
0.111,1,56.1,104.8,3.46,45.64,67.09,1.87,0.272,3.15,0.57
0.144,1,82.1,198.7,1.04,21.94,18.4,2.42,0.129,6.74,0.33
0.125,1,77.3,100.1,1.89,58.81,44.84,1.29,0.0,5.98,0.69
0.113,1,41.5,86.8,2.52,44.87,61.63,2.09,0.0,1.72,0.51
0.118,1,68.4,144.7,1.65,70.89,75.13,2.12,0.172,4.68,0.7
0.109,1,94.8,204.5,1.64,27.68,22.86,2.16,0.234,8.99,0.45
0.138,1,49.7,104.5,2.63,17.69,25.98,2.1,0.178,2.47,0.26
0.116,1,51.5,105.2,3.48,67.63,100.92,2.04,0.219,2.65,0.73
0.15,1,77.7,179.4,4.08,68.65,50.69,2.31,0.0,6.04,1.32
0.144,1,28.1,34.0,4.83,67.0,140.39,1.21,0.0,0.79,1.51
0.134,1,56.8,128.5,2.81,16.33,17.98,2.26,0.041,3.23,0.22
0.127,1,82.5,182.2,3.7,62.68,45.4,2.21,0.0,6.81,0.9
0.144,1,16.8,24.3,4.32,33.35,159.38,1.45,0.253,0.28,0.76
0.101,1,37.1,70.8,2.57,43.25,93.61,1.91,0.253,1.38,0.58
0.113,1,51.6,96.4,5.72,79.89,94.54,1.87,0.017,2.66,1.2
0.119,1,10.7,11.9,3.03,39.58,202.25,1.11,0.0,0.11,0.7
0.115,1,60.4,91.9,1.42,33.17,33.48,1.52,0.016,3.65,0.3
0.11,1,55.8,73.7,4.19,60.56,62.2,1.32,0.0,3.11,0.7
0.104,1,63.8,93.8,3.4,41.88,53.65,1.47,0.266,4.07,0.44
0.129,1,46.1,112.0,4.77,23.55,40.52,2.43,0.244,2.13,0.36
0.141,1,84.1,114.7,4.36,23.96,17.93,1.36,0.047,7.07,0.41
0.136,1,30.7,33.8,4.43,14.52,27.02,1.1,0.0,0.94,0.25
0.119,1,52.8,61.4,5.84,57.57,69.45,1.16,0.058,2.79,0.79
0.122,1,66.4,86.6,1.54,68.9,64.01,1.3,0.027,4.41,0.65
0.144,1,69.7,110.0,4.26,2.55,2.78,1.58,0.21,4.86,0.05
0.141,1,95.9,229.8,5.5,41.46,28.02,2.4,0.074,9.2,1.24
0.134,1,89.6,124.5,5.55,65.4,60.85,1.39,0.28,8.03,1.35
0.114,1,19.5,24.5,2.1,49.52,198.41,1.26,0.232,0.38,0.8
0.131,1,10.5,14.3,1.05,29.7,195.29,1.36,0.131,0.11,0.39
0.117,1,26.1,52.4,3.05,40.13,102.76,2.01,0.102,0.68,0.67
0.111,1,56.5,120.4,3.56,74.39,86.03,2.13,0.082,3.19,0.87
0.104,1,64.8,97.4,1.38,44.02,47.53,1.5,0.142,4.2,0.32
0.135,1,66.1,90.2,3.08,57.91,61.22,1.36,0.141,4.37,0.72
0.116,1,64.9,156.7,4.19,6.9,7.21,2.41,0.115,4.21,0.1
0.105,1,99.0,240.4,0.93,74.74,48.99,2.43,0.075,9.8,1.11
0.121,1,49.7,98.8,4.76,3.67,5.3,1.99,0.164,2.47,0.05
0.117,1,41.3,72.6,2.34,9.48,13.4,1.76,0.0,1.71,0.09
0.124,1,95.9,121.0,5.7,58.94,44.94,1.26,0.179,9.2,1.5
0.141,1,19.6,35.4,4.33,47.36,190.85,1.81,0.24,0.38,1.02
0.135,1,58.1,94.8,2.37,50.05,69.54,1.63,0.257,3.38,0.61
0.141,1,46.2,57.4,0.84,5.06,7.16,1.24,0.082,2.13,0.05
0.136,1,76.9,90.1,1.72,22.67,20.76,1.17,0.148,5.91,0.27
0.107,1,94.9,211.2,1.49,33.12,22.57,2.23,0.072,9.01,0.53
0.126,1,21.5,45.9,2.68,21.77,66.08,2.13,0.081,0.46,0.34
0.117,1,31.8,52.7,0.61,62.03,115.34,1.66,0.0,1.01,0.6
0.133,1,79.7,178.5,3.21,17.22,16.45,2.24,0.212,6.35,0.29
0.112,1,91.3,113.8,5.9,68.96,56.37,1.25,0.196,8.34,1.72
0.136,1,27.1,46.6,0.89,31.78,89.42,1.72,0.213,0.73,0.41
0.117,1,63.6,147.6,0.76,31.45,29.05,2.32,0.0,4.04,0.3
0.105,1,69.8,104.7,1.59,74.97,58.6,1.5,0.0,4.87,0.63
0.101,1,53.5,96.4,2.27,11.44,13.96,1.8,0.081,2.86,0.11
0.139,1,57.8,111.3,1.6,23.7,24.13,1.93,0.0,3.34,0.26
0.111,1,56.8,107.2,5.7,16.45,21.21,1.89,0.181,3.23,0.25
0.128,1,33.0,48.4,0.72,25.13,58.13,1.47,0.214,1.09,0.27
0.111,1,73.6,161.6,3.0,56.15,50.08,2.2,0.086,5.42,0.68
0.12,1,62.2,151.0,0.88,41.08,42.18,2.43,0.061,3.87,0.39
0.101,1,38.2,85.9,3.55,36.6,59.95,2.25,0.041,1.46,0.49
0.119,1,85.2,209.1,2.91,32.07,29.89,2.45,0.244,7.26,0.45
0.128,1,30.8,65.9,3.43,64.91,163.16,2.14,0.225,0.95,1.05
0.136,1,82.0,129.9,1.45,1.21,1.0,1.58,0.115,6.72,0.05
0.128,1,26.9,62.0,1.92,18.89,48.05,2.3,0.123,0.72,0.28
0.111,1,34.5,46.1,4.45,61.84,121.65,1.34,0.116,1.19,1.01
0.137,1,22.4,54.9,5.02,17.15,45.62,2.45,0.0,0.5,0.34
0.107,1,77.3,135.9,4.81,59.95,55.95,1.76,0.168,5.98,0.91
0.101,1,38.1,75.9,0.55,3.61,7.54,1.99,0.246,1.45,0.05
0.113,1,71.9,158.9,2.19,3.85,4.39,2.21,0.268,5.17,0.05
0.105,1,54.3,118.1,1.72,22.29,25.16,2.17,0.021,2.95,0.23
0.11,1,61.8,148.0,1.31,77.7,103.63,2.39,0.272,3.82,0.78
0.111,1,67.1,145.3,5.92,15.25,17.5,2.17,0.221,4.5,0.21
0.109,1,47.9,105.9,3.06,43.46,76.08,2.21,0.284,2.29,0.47
0.131,1,42.9,70.8,4.33,75.09,123.0,1.65,0.146,1.84,1.15
0.104,1,29.0,52.3,0.61,20.98,50.3,1.8,0.137,0.84,0.18
0.113,1,56.3,107.1,5.59,51.98,61.34,1.9,0.097,3.17,0.81
0.139,1,28.0,35.9,4.22,45.23,125.5,1.28,0.228,0.78,0.91
0.131,1,98.8,182.5,1.12,66.43,41.39,1.85,0.025,9.76,1.19
0.148,1,72.7,140.6,3.03,29.79,26.47,1.93,0.071,5.29,0.53
0.138,1,71.1,98.0,3.22,63.54,61.01,1.38,0.121,5.06,1.0
0.139,1,69.5,116.3,5.42,13.84,16.7,1.67,0.285,4.83,0.21
0.101,1,90.1,130.0,4.51,65.07,57.61,1.44,0.248,8.12,1.33
0.115,1,73.9,93.2,2.74,67.99,59.83,1.26,0.077,5.46,0.85
0.125,1,68.1,167.7,0.81,46.34,54.36,2.46,0.249,4.64,0.45
0.104,1,60.4,94.5,1.35,68.07,78.49,1.56,0.138,3.65,0.62
0.14,1,72.4,80.1,2.85,16.6,18.65,1.11,0.262,5.24,0.23
0.114,1,56.5,83.0,1.65,48.33,48.47,1.47,0.0,3.19,0.4
0.119,1,74.9,140.6,2.83,45.69,39.63,1.88,0.076,5.61,0.68
0.103,1,70.6,165.8,4.92,15.54,13.84,2.35,0.046,4.98,0.24
0.104,1,83.1,175.0,4.51,8.92,8.11,2.11,0.206,6.91,0.13
0.142,1,13.7,15.5,2.55,12.75,65.85,1.13,0.152,0.19,0.27
0.12,1,86.0,94.6,1.43,3.4,2.52,1.1,0.059,7.4,0.05
0.105,1,64.6,111.9,5.66,10.68,9.98,1.73,0.006,4.17,0.12
0.122,1,35.0,81.1,3.83,49.51,98.96,2.32,0.142,1.23,0.78
0.122,1,100.0,226.9,5.41,66.03,37.7,2.27,0.0,10.0,1.58
0.1,1,37.3,46.7,3.1,54.49,117.21,1.25,0.252,1.39,0.7
0.147,1,14.9,16.6,4.14,23.86,98.65,1.11,0.026,0.22,0.53
0.113,1,56.0,96.1,3.32,54.14,63.43,1.72,0.085,3.14,0.58
0.108,1,41.5,88.7,4.66,53.69,78.94,2.14,0.017,1.72,0.7
0.129,1,53.6,100.2,3.2,45.67,64.3,1.87,0.205,2.87,0.53
0.137,1,22.2,26.5,5.87,76.6,192.58,1.19,0.0,0.49,1.63
0.109,1,53.7,121.5,5.73,51.11,61.5,2.26,0.071,2.88,0.75
0.116,1,91.9,213.1,3.57,26.66,18.22,2.32,0.045,8.45,0.49
0.141,1,50.5,78.5,3.09,65.68,75.09,1.55,0.0,2.55,0.97
0.145,1,95.2,157.7,1.69,30.52,20.51,1.66,0.062,9.06,0.56
0.13,1,52.9,122.3,0.68,51.87,75.39,2.31,0.22,2.8,0.55
0.144,1,75.6,181.4,2.33,40.75,29.33,2.4,0.0,5.72,0.58
0.112,1,19.1,28.0,1.47,3.25,13.83,1.47,0.262,0.36,0.05
0.137,1,23.7,56.3,5.41,52.66,164.79,2.38,0.191,0.56,1.05
0.149,1,89.0,209.4,4.13,28.24,25.64,2.35,0.257,7.92,0.54
0.128,1,19.0,45.4,1.27,18.77,69.89,2.39,0.152,0.36,0.32
0.131,1,30.9,34.0,4.66,78.83,199.75,1.1,0.234,0.95,1.44
0.145,1,46.9,86.1,3.12,36.36,59.89,1.84,0.223,2.2,0.53
0.116,1,33.2,38.3,3.71,19.17,33.75,1.15,0.0,1.1,0.3
0.134,1,77.7,140.2,5.42,74.97,75.47,1.8,0.233,6.04,1.5
0.115,1,98.5,146.2,1.61,35.93,20.32,1.48,0.0,9.7,0.61
0.129,1,60.1,121.3,3.23,3.53,4.25,2.02,0.171,3.61,0.05
0.121,1,78.2,110.9,1.72,13.75,11.46,1.42,0.079,6.12,0.17
0.141,1,44.5,85.7,4.46,20.06,26.62,1.93,0.0,1.98,0.36
0.131,1,98.3,154.6,4.37,18.59,11.69,1.57,0.029,9.66,0.44
0.116,1,25.1,36.8,0.7,56.65,155.2,1.47,0.127,0.63,0.55
0.109,1,19.2,37.6,1.02,60.59,172.35,1.96,0.0,0.37,0.74
0.145,1,74.7,89.8,5.02,39.95,42.47,1.2,0.244,5.58,0.79
0.134,1,99.4,141.7,3.93,37.37,20.75,1.43,0.0,9.88,0.76
0.106,1,68.4,129.6,3.54,3.52,3.5,1.89,0.118,4.68,0.05
0.12,1,66.2,145.1,4.81,42.02,50.61,2.19,0.247,4.38,0.59
0.144,1,31.6,47.2,0.79,63.85,134.39,1.49,0.098,1.0,0.81
0.112,1,91.1,206.6,3.54,49.67,37.2,2.27,0.121,8.3,0.95
0.146,1,21.3,35.9,2.4,40.35,128.3,1.69,0.114,0.45,0.69
0.107,1,56.2,80.9,1.51,6.12,8.37,1.44,0.219,3.16,0.05
0.131,1,75.5,154.9,3.09,31.64,27.36,2.05,0.081,5.7,0.51
0.125,1,86.4,200.8,1.44,11.76,9.92,2.32,0.177,7.46,0.14
0.101,1,90.0,127.6,5.61,57.68,49.27,1.42,0.22,8.1,1.08
0.112,1,56.9,76.3,2.18,26.4,27.28,1.34,0.0,3.24,0.24
0.139,1,25.0,28.5,3.96,78.1,199.74,1.14,0.062,0.62,1.3
0.129,1,91.6,201.3,3.92,25.89,19.86,2.2,0.146,8.39,0.55
0.134,1,75.3,184.6,1.93,2.46,2.3,2.45,0.148,5.67,0.05
0.14,1,27.4,40.2,3.32,27.12,79.0,1.47,0.248,0.75,0.48
0.14,1,62.3,136.0,2.33,66.68,66.61,2.18,0.036,3.88,0.88
0.111,1,52.8,81.6,1.97,77.39,86.19,1.55,0.0,2.79,0.78
0.149,1,11.8,24.5,1.89,4.2,23.52,2.08,0.092,0.14,0.09
0.101,1,62.9,113.3,5.3,7.64,9.04,1.8,0.194,3.96,0.1
0.133,1,94.8,213.5,0.73,38.22,26.58,2.25,0.09,8.99,0.61
0.123,1,44.6,76.1,5.89,8.0,14.65,1.71,0.265,1.99,0.12
0.131,1,84.7,135.9,2.87,33.35,25.69,1.6,0.08,7.17,0.54
0.141,1,19.8,24.8,2.85,8.79,32.22,1.25,0.173,0.39,0.16
0.126,1,10.6,16.4,4.22,39.24,308.55,1.55,0.28,0.11,0.89
0.118,1,14.1,32.2,5.51,65.83,270.04,2.28,0.0,0.2,1.71
0.113,1,75.2,178.3,1.8,72.75,61.22,2.37,0.052,5.66,0.96
0.114,1,95.8,112.6,4.4,43.04,30.7,1.18,0.122,9.18,0.8
0.135,1,27.2,51.0,1.89,76.49,154.27,1.88,0.0,0.74,1.07
0.112,1,47.3,67.4,3.2,69.92,111.4,1.42,0.204,2.24,0.77
0.104,1,72.5,96.6,4.83,20.75,19.04,1.33,0.098,5.26,0.27
0.143,1,21.4,40.5,1.28,56.68,214.94,1.89,0.261,0.46,0.83
0.124,1,93.5,171.0,3.18,46.69,37.29,1.83,0.197,8.74,0.86
0.141,1,49.2,59.1,4.82,30.78,35.67,1.2,0.0,2.42,0.5
0.144,1,89.9,219.4,5.27,1.17,0.85,2.44,0.069,8.08,0.05
0.118,1,64.1,124.9,2.51,72.45,78.1,1.95,0.132,4.11,0.79
0.15,1,54.4,73.4,3.32,65.31,92.81,1.35,0.224,2.96,1.02
0.135,1,32.9,75.9,5.41,16.34,28.76,2.31,0.0,1.08,0.41
0.143,1,90.4,211.6,3.48,52.07,40.53,2.34,0.147,8.17,1.17
0.137,1,55.5,111.4,3.26,39.85,42.47,2.01,0.0,3.08,0.53
0.108,1,27.6,68.0,1.34,22.27,57.87,2.46,0.163,0.76,0.27
0.108,1,81.4,179.0,1.81,23.8,24.02,2.2,0.27,6.63,0.29
0.135,1,17.4,29.3,3.58,15.81,61.28,1.68,0.11,0.3,0.34
0.116,1,80.3,182.8,2.28,67.25,47.83,2.28,0.0,6.45,0.93
0.108,1,17.5,35.0,3.1,72.72,269.67,2.0,0.075,0.31,1.14
0.125,1,51.0,80.7,4.32,61.01,95.21,1.58,0.246,2.6,0.93
0.113,1,74.4,122.9,4.22,38.6,43.48,1.65,0.284,5.54,0.59
0.148,1,85.1,201.2,4.98,37.27,26.96,2.36,0.025,7.24,0.78
0.101,1,57.2,103.4,3.39,77.95,110.85,1.81,0.262,3.27,0.74
0.118,1,48.2,77.3,4.89,42.4,62.6,1.6,0.157,2.32,0.63
0.14,1,21.9,46.0,2.89,24.28,61.53,2.1,0.0,0.48,0.43
0.118,1,32.6,67.6,4.73,20.34,34.62,2.07,0.0,1.06,0.4
0.1,1,94.3,186.6,2.27,20.47,11.78,1.98,0.0,8.89,0.29
0.107,1,65.1,86.8,3.41,47.62,46.04,1.33,0.047,4.24,0.44
0.102,1,12.4,26.5,2.25,63.91,345.07,2.14,0.104,0.15,0.91
0.126,1,74.2,110.0,1.17,44.93,38.64,1.48,0.06,5.51,0.5
0.132,1,54.5,107.3,3.49,59.44,81.99,1.97,0.202,2.97,0.82
0.134,1,88.6,151.1,2.77,61.38,49.52,1.71,0.161,7.85,0.82
0.145,1,12.8,27.5,4.67,76.3,331.57,2.15,0.0,0.16,2.04
0.121,1,39.8,48.8,3.59,38.84,55.76,1.23,0.0,1.58,0.62
0.137,1,79.1,187.3,2.75,76.29,77.12,2.37,0.25,6.26,1.16
0.108,1,49.2,81.8,3.67,47.09,73.22,1.66,0.216,2.42,0.53
0.105,1,87.2,133.7,5.84,10.31,9.78,1.53,0.275,7.6,0.14
0.112,1,14.2,29.6,5.18,35.29,203.43,2.08,0.267,0.2,0.76
0.132,1,86.1,130.5,2.45,72.57,68.3,1.52,0.26,7.41,1.13
0.145,1,21.5,48.4,2.75,79.27,251.34,2.25,0.12,0.46,1.48
0.126,1,39.0,47.0,5.43,64.41,96.1,1.21,0.0,1.52,1.31
0.131,1,46.8,68.1,5.23,56.31,84.74,1.46,0.148,2.19,0.89
0.105,1,52.7,72.3,1.65,53.24,82.17,1.37,0.262,2.78,0.44
0.11,1,68.4,158.7,4.62,69.63,71.36,2.32,0.144,4.68,0.97
0.107,1,41.3,68.0,3.31,74.4,144.53,1.65,0.252,1.71,0.72
0.109,1,42.2,63.6,3.88,72.32,142.02,1.51,0.276,1.78,0.85
0.142,1,57.3,79.7,3.39,44.85,59.7,1.39,0.213,3.28,0.58
0.118,1,42.8,104.6,2.94,60.65,108.44,2.44,0.216,1.83,0.69
0.129,1,90.5,159.8,5.7,17.94,11.15,1.77,0.0,8.19,0.52
0.142,1,99.3,203.7,5.65,66.33,52.99,2.05,0.244,9.86,2.01
0.119,1,94.1,160.4,3.46,36.24,27.32,1.7,0.154,8.85,0.72
0.102,1,89.4,154.0,3.74,12.0,7.26,1.72,0.0,7.99,0.14
0.135,1,18.9,44.8,1.68,17.16,53.97,2.37,0.0,0.36,0.27
0.139,1,88.8,174.0,1.54,23.54,18.1,1.96,0.121,7.89,0.36
0.112,1,75.8,130.0,2.14,37.02,27.42,1.72,0.0,5.75,0.46
0.112,1,75.3,90.0,5.75,16.25,17.37,1.2,0.255,5.67,0.28
0.148,1,53.0,112.3,2.54,15.57,19.77,2.12,0.108,2.81,0.2
0.149,1,18.7,36.0,3.95,43.51,171.87,1.93,0.188,0.35,0.98
0.128,1,35.8,86.5,4.69,77.83,119.85,2.42,0.0,1.28,1.48
0.11,1,11.0,15.8,4.23,19.26,121.29,1.44,0.134,0.12,0.38
0.135,1,45.5,73.8,3.01,14.99,24.06,1.62,0.178,2.07,0.19
0.143,1,78.1,152.7,2.5,17.58,17.4,1.96,0.224,6.1,0.28
0.111,1,27.6,36.8,4.77,19.09,48.28,1.33,0.14,0.76,0.3
0.129,1,88.9,205.8,2.98,2.21,1.66,2.31,0.101,7.9,0.05
0.128,1,68.6,90.3,4.06,15.43,17.21,1.32,0.216,4.71,0.2
0.135,1,14.3,23.9,4.38,18.92,103.01,1.67,0.229,0.2,0.45
0.129,1,41.8,74.2,3.79,38.32,68.71,1.78,0.199,1.75,0.51
0.11,1,29.3,32.5,2.16,60.16,159.79,1.11,0.229,0.86,0.67
0.148,1,55.2,131.6,4.39,58.07,59.49,2.38,0.0,3.05,0.94
0.1,1,74.5,117.9,4.83,27.78,29.3,1.58,0.236,5.55,0.34
0.109,1,40.7,68.0,2.42,61.33,85.75,1.67,0.0,1.66,0.58
0.142,1,16.0,38.7,5.92,8.0,31.37,2.42,0.044,0.26,0.23
0.139,1,63.6,127.3,4.67,10.32,12.82,2.0,0.241,4.04,0.18
0.129,1,90.1,187.4,1.61,34.95,26.7,2.08,0.128,8.12,0.56
0.148,1,21.6,44.9,3.28,3.02,11.43,2.08,0.266,0.47,0.06
0.126,1,30.6,38.9,2.5,21.18,47.9,1.27,0.133,0.94,0.34
0.129,1,90.1,181.2,3.11,68.51,51.81,2.01,0.119,8.12,1.59
0.115,1,21.6,49.6,3.73,71.24,270.89,2.3,0.269,0.47,1.03
0.125,1,43.7,86.4,4.86,23.17,37.49,1.98,0.151,1.91,0.36
0.107,1,83.3,162.3,5.72,27.82,19.12,1.95,0.0,6.94,0.45
0.104,1,97.3,112.3,4.64,42.48,28.4,1.15,0.078,9.47,0.71
0.131,1,62.7,93.6,5.51,25.02,26.93,1.49,0.111,3.93,0.4
0.105,1,93.9,152.5,0.94,31.6,24.23,1.62,0.167,8.82,0.41
0.135,1,15.0,22.5,5.01,7.31,38.82,1.5,0.247,0.23,0.16
0.142,1,42.5,83.2,1.34,6.23,8.87,1.96,0.008,1.81,0.07
0.116,1,56.3,108.3,4.84,52.84,67.82,1.92,0.17,3.17,0.71
0.124,1,47.3,107.8,1.77,1.45,2.25,2.28,0.183,2.24,0.05
0.145,1,87.3,105.4,1.09,40.12,33.22,1.21,0.17,7.62,0.48
0.136,1,63.5,98.7,0.64,60.26,57.36,1.55,0.007,4.03,0.63
0.121,1,61.9,143.7,5.25,30.35,29.55,2.32,0.004,3.83,0.49
0.122,1,27.3,64.6,1.59,3.04,6.08,2.37,0.0,0.75,0.05
0.133,1,38.0,58.8,2.37,54.73,80.29,1.55,0.0,1.44,0.93
0.111,1,100.0,134.0,4.74,18.65,10.52,1.34,0.0,10.0,0.41
0.143,1,46.3,96.5,3.56,68.38,93.71,2.08,0.054,2.14,1.04
0.124,1,41.9,98.4,1.41,12.81,21.8,2.35,0.159,1.76,0.14
0.11,1,45.2,109.6,1.86,53.8,90.7,2.42,0.213,2.04,0.52
0.147,1,76.3,132.8,3.63,55.72,52.41,1.74,0.164,5.82,1.09
0.118,1,37.0,51.8,0.71,4.4,9.53,1.4,0.251,1.37,0.05
0.133,1,65.3,149.5,3.14,69.76,69.21,2.29,0.074,4.26,1.05
0.135,1,33.1,62.5,3.43,11.89,25.77,1.89,0.164,1.1,0.2
0.103,1,95.4,190.6,5.32,54.41,36.91,2.0,0.073,9.1,1.14
0.134,1,96.4,140.3,5.31,74.0,56.89,1.46,0.19,9.29,2.13
0.12,1,95.8,199.6,0.73,72.64,51.97,2.08,0.125,9.18,1.07
0.128,1,23.4,41.1,5.07,2.22,5.9,1.76,0.035,0.55,0.05
0.121,1,75.5,167.5,5.7,49.07,40.06,2.22,0.027,5.7,1.0
0.139,1,61.7,128.0,5.58,57.28,60.39,2.07,0.078,3.81,1.06
0.102,1,44.8,74.8,1.42,2.82,3.65,1.67,0.0,2.01,0.05
0.14,1,98.9,156.7,3.8,75.03,44.77,1.58,0.0,9.78,1.89
0.138,1,18.0,41.5,4.97,3.64,11.47,2.31,0.0,0.32,0.08
0.117,1,55.8,103.0,1.97,73.02,85.12,1.85,0.078,3.11,0.66
0.115,1,57.8,96.6,2.01,11.37,15.46,1.67,0.237,3.34,0.13
0.116,1,44.3,87.1,4.45,31.97,58.56,1.97,0.261,1.96,0.43
0.123,1,68.2,166.0,4.87,4.16,3.9,2.43,0.062,4.65,0.06
0.116,1,73.0,164.7,4.52,79.16,67.42,2.26,0.035,5.33,1.38
0.138,1,42.6,90.6,1.07,63.36,104.07,2.13,0.143,1.81,0.66
0.133,1,67.7,94.3,0.67,35.26,37.02,1.39,0.156,4.58,0.36
0.146,1,57.6,124.1,2.92,59.94,62.59,2.15,0.002,3.32,0.84
0.132,1,11.6,24.5,5.1,32.53,189.12,2.11,0.11,0.13,0.87
0.139,1,35.9,55.8,4.23,45.49,74.59,1.55,0.0,1.29,0.85
0.145,1,71.9,178.3,4.72,75.42,63.45,2.48,0.008,5.17,1.67
0.101,1,70.4,123.7,2.41,69.13,78.19,1.76,0.246,4.96,0.66
0.13,1,43.1,72.5,5.08,25.48,48.65,1.68,0.271,1.86,0.36
0.133,1,70.5,102.4,2.29,66.95,72.98,1.45,0.219,4.97,0.88
0.127,1,15.6,21.7,3.17,7.79,39.6,1.39,0.243,0.24,0.15
0.147,1,72.4,175.0,3.55,48.42,55.72,2.42,0.28,5.24,0.94
0.102,1,75.1,177.8,4.88,47.12,46.52,2.37,0.191,5.64,0.77
0.105,1,70.1,104.9,4.02,49.0,40.96,1.5,0.0,4.91,0.59
0.131,1,21.5,31.6,5.09,26.84,85.69,1.47,0.126,0.46,0.58
